idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
131429,300,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1971,55,Male,1953,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,48000,,66.0
131432,60,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1954,50,Female,1937,Folkeskole 9.-10. klasse,4,37,6,,,129.0
131603,720,6,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",Never too young,Male,1997,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,,,43.0
131607,120,4,Yes,Socialdemokratiet - The Social democrats,Fair,1966,60,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,58.0
131760,,6,Yes,,Good,1976,60,Male,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,37,37,,,55.0
131883,,7,Yes,Socialdemokratiet - The Social democrats,Bad,1972,,Male,1954,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",10,37,42,21000,,74.0
131943,360,7,Not eligible to vote,,Fair,2018,50,Female,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,20500,,43.0
132063,390,9,Not eligible to vote,,Fair,"Still in parental home, never left 2 months",25,Male,1999,Folkeskole 9.-10. klasse,12,,,,,41.0
132178,90,7,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",60,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,40,20000,23000,51.0
132188,120,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1983,50,Male,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18,37,40,30000,,63.0
132311,720,9,Yes,Socialdemokratiet - The Social democrats,Fair,1976,60,Male,1958,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,37,45,,,108.0
132315,75,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1967,60,Male,1952,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,,,58.0
132363,30,8,Yes,,Bad,1965,,Male,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,,,69.0
132367,60,5,Yes,Socialdemokratiet - The Social democrats,Good,1958,,Female,1938,Folkeskole 9.-10. klasse,13,37,38,,,98.0
132472,45,5,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1967,50,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,43,,,97.0
132488,,4,Yes,Dansk Folkeparti - Danish People's Party,Fair,1963,,Female,1946,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",10,31,31,,,45.0
132507,427,8,Yes,Alternativet - The Alternative,Very good,1991,65,Female,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,45,50000,1,72.0
132640,720,4,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,2005,50,Male,1988,Folkeskole 9.-10. klasse,9,,40,,,61.0
132704,240,7,Yes,Socialdemokratiet - The Social democrats,Very good,1999,65,Female,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,35700,38000,42.0
132852,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2005,30,Female,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,40,23000,28000,61.0
132858,90,8,Not eligible to vote,,Good,2010,50,Male,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,40,47,37000,50000,54.0
132973,180,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1995,55,Male,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,60000,,76.0
133013,600,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2010,60,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,45,25000,,56.0
133026,550,7,Yes,Liberal Alliance - Liberal Alliance,Very good,2010,60,Male,1989,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,42,335000,38000,45.0
133068,90,5,Yes,Socialdemokratiet - The Social democrats,Very good,1979,65,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,31500,,42.0
133120,60,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Bad,2002,65,Female,1985,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,35,35,27000,,51.0
133270,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1973,Never too young,Male,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,10,10,,,69.0
133280,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,60,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,42,,,51.0
133286,,8,Yes,Socialdemokratiet - The Social democrats,Good,1958,50,Female,1941,Folkeskole 9.-10. klasse,9,12,12,,,98.0
133322,180,7,Yes,Liberal Alliance - Liberal Alliance,Fair,1991,50,Male,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,60,70000,,49.0
133427,90,10,Not eligible to vote,,Bad,1988,65,Male,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25,40,40,30000,,52.0
133428,150,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1992,60,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",26,30,30,29000,35000,68.0
133529,180,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,2006,50,Female,1985,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,42,35000,,62.0
133546,300,7,Yes,Socialdemokratiet - The Social democrats,Good,2005,58,Male,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,40,46500,50000,48.0
133589,420,4,No,,Very good,2012,65,Male,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,37,55,31000,,51.0
133640,180,4,Yes,Socialdemokratiet - The Social democrats,Very bad,1992,60,Female,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,12,12,,,50.0
133669,90,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1969,65,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,33,33,29000,33000,60.0
133675,600,8,Yes,Other,Very good,2005,30,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,40,38000,,47.0
133699,30,8,Yes,Socialdemokratiet - The Social democrats,Good,1957,59,Female,1941,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,40,40,,,50.0
133835,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1973,60,Female,1953,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,30,30,,,44.0
133842,122,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1967,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,50,,,57.0
133917,120,7,Yes,Socialdemokratiet - The Social democrats,Good,1966,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,14,11,,,58.0
133970,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1975,60,Male,1956,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,70000,,51.0
134109,90,9,Yes,Socialdemokratiet - The Social democrats,Very good,1994,Never too young,Female,1976,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,32,34,25000,27000,70.0
134129,150,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1964,Never too young,Female,1944,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,32,32,,,85.0
134144,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Bad,1987,Never too young,Female,1958,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,35,35,,,40.0
134222,540,3,Yes,Dansk Folkeparti - Danish People's Party,Good,2003,55,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18,37,42,34000,,59.0
134236,120,10,Yes,Socialdemokratiet - The Social democrats,Fair,1977,58,Female,1958,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,37,,,64.0
134311,300,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,2015,40,Male,1994,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,26500,,65.0
134319,480,9,Yes,,Good,1999,35,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",22,42,50,39000,40000,55.0
134333,240,9,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,25000,,59.0
134358,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1947,,Female,1933,Folkeskole 6.-8. klasse,8,25,25,,,37.0
134382,90,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1957,65,Female,1936,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,30,34,,,61.0
134584,120,6,Yes,Socialdemokratiet - The Social democrats,Good,2011,,Female,1987,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,36,36,26000,32000,53.0
134743,600,6,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,2006,55,Female,1986,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,30,30,34000,30000,49.0
134747,,7,Yes,Dansk Folkeparti - Danish People's Party,Fair,1955,Never too young,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",2,40,40,,,57.0
134893,120,9,Yes,Liberal Alliance - Liberal Alliance,Good,1997,60,Male,1976,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29,50,50,,,70.0
135018,150,6,No,,Very good,2006,60,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,42,34000,,75.0
135022,90,6,Yes,Dansk Folkeparti - Danish People's Party,Good,2012,60,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,40000,,65.0
135153,30,10,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1988,55,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,37,40,27500,,54.0
135200,60,8,Yes,Socialdemokratiet - The Social democrats,Good,1976,55,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,,,,,59.0
135221,915,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1967,60,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,50,,,78.0
135225,60,6,Yes,Socialdemokratiet - The Social democrats,Fair,2001,Never too young,Female,1983,Folkeskole 9.-10. klasse,10,20,20,22000,27000,42.0
135226,,4,Yes,Other,Good,1974,55,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,28000,30000,39.0
135405,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1964,55,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,32,34,,,76.0
135466,,8,Yes,Socialdemokratiet - The Social democrats,Very good,1977,60,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,39,30000,,67.0
135470,60,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1989,65,Female,1969,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,30,30,20000,23000,64.0
135553,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1976,60,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",5,37,37,36000,,70.0
135589,243,9,Yes,Socialdemokratiet - The Social democrats,Good,2016,64,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,8,8,,,46.0
135596,435,7,Yes,,Good,2010,60,Female,1994,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,8,16,,,51.0
135687,,7,Yes,Socialdemokratiet - The Social democrats,Good,1970,55,Male,1946,Folkeskole 6.-8. klasse,0,37,37,,,67.0
135762,150,4,Not eligible to vote,,Good,"Still in parental home, never left 2 months",30,Male,2003,Folkeskole 6.-8. klasse,9,18,18,,,56.0
135810,240,10,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1994,62,Female,1975,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22,37,37,44000,,74.0
135858,240,5,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1999,58,Female,1981,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,,42,42200,,58.0
135877,120,8,Yes,Socialdemokratiet - The Social democrats,Very good,1967,Never too young,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,42,42,,,60.0
135905,840,6,Yes,,Good,1999,65,Male,1981,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,37,55,62000,,50.0
135914,120,7,Not eligible to vote,,Good,"Still in parental home, never left 2 months",60,Male,2000,Folkeskole 9.-10. klasse,11,0,24,2300,,96.0
135935,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,2002,55,Female,1984,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,34,34,27000,,65.0
135974,300,1,No,,Very bad,1973,,Male,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,14,14,,,75.0
136011,420,6,No,,Very good,2012,60,Female,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,38,25000,28500,48.0
136043,150,8,Yes,,Very good,1985,,Male,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,38,36000,43000,75.0
136078,210,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1994,60,Female,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,50,50,35000,,50.0
136172,480,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1988,60,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,45,78000,,41.0
136186,61,10,Yes,,Fair,1957,,Male,1938,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,50,50,,,56.0
136193,150,10,Yes,Socialdemokratiet - The Social democrats,Good,1963,50,Female,1945,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,37,,,70.0
136301,180,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1975,Never too young,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21,35,35,36000,,83.0
136400,120,8,Yes,Socialdemokratiet - The Social democrats,Good,1990,,Male,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,42,47500,55000,49.0
136429,,5,No,,Very good,1979,65,Female,1959,Folkeskole 9.-10. klasse,10,10,10,18000,,55.0
136438,30,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,1971,Never too young,Male,1955,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,37,45,41500,,59.0
136447,122,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1969,59,Female,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,,,66.0
136455,210,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2003,60,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,37,40,40000,,65.0
136496,,5,No,,Fair,1974,25,Female,1967,Folkeskole 6.-8. klasse,7,37,37,,,60.0
136537,300,7,Not eligible to vote,,Good,"Still in parental home, never left 2 months",65,Female,2001,Folkeskole 9.-10. klasse,9,,5,,,48.0
136559,90,7,Yes,Socialdemokratiet - The Social democrats,Very good,1980,60,Male,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,24500,,79.0
136562,180,5,Yes,Dansk Folkeparti - Danish People's Party,Very good,2006,55,Male,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,55000,,52.0
136690,60,8,Yes,,Very good,1974,,Female,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,60,60,,,55.0
136700,600,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1988,50,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,45000,,67.0
136756,240,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1994,Never too young,Male,1973,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,37,40,30000,,58.0
136806,902,8,Yes,Socialdemokratiet - The Social democrats,Good,1976,20,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35,37,40,40000,,103.0
136837,300,10,Yes,Kristendemokraterne - Christian Democrats,Very good,1993,65,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,42,34000,37000,62.0
136941,120,8,Yes,Socialdemokratiet - The Social democrats,Good,1992,60,Male,1971,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,26000,,56.0
136942,120,7,Yes,Socialdemokratiet - The Social democrats,Very good,1981,50,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,39000,,56.0
137033,120,6,Yes,Dansk Folkeparti - Danish People's Party,Fair,1997,Never too young,Male,1978,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,37,37,27000,,57.0
137141,120,8,Yes,Dansk Folkeparti - Danish People's Party,Very good,1984,64,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,34,36,37000,42000,49.0
137220,360,8,Yes,Dansk Folkeparti - Danish People's Party,Good,2012,,Male,1993,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,37,37,24400,,66.0
137226,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1963,62,Female,1946,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,38,,,80.0
137237,20,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1997,50,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,23000,,67.0
137434,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1962,50,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,40,,,45.0
137455,180,5,Yes,Dansk Folkeparti - Danish People's Party,Bad,1974,65,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,10,10,,,58.0
137482,120,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1966,50,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",28,37,37,,,47.0
137500,120,4,No,,Very good,"Still in parental home, never left 2 months",55,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,20,37,11500,,48.0
137618,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2006,60,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,,,58.0
137712,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2000,60,Male,1983,Universitetsbachelor. 1. del af kandidatuddannelse,17,50,50,55000,60000,59.0
137715,65,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,60,Female,1948,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,37,37,,,123.0
137723,240,6,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",64,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,25,25,10000,12000,64.0
137738,,2,Yes,Socialdemokratiet - The Social democrats,Good,1963,62,Female,1943,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11,37,42,,,51.0
137864,180,7,No,,Good,2012,65,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,39,15000,23000,50.0
137906,60,5,Yes,Socialdemokratiet - The Social democrats,Very good,2011,45,Female,1991,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,32,36,25000,30000,61.0
138097,540,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1981,Never too young,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",18,37,45,49000,53000,84.0
138187,360,8,No,,Very good,1996,45,Male,1984,Universitetsbachelor. 1. del af kandidatuddannelse,16,10,11,,,70.0
138204,240,9,Yes,Socialdemokratiet - The Social democrats,Very good,1984,60,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,40,42000,,62.0
138400,120,4,Yes,Socialdemokratiet - The Social democrats,Bad,1969,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,38,40,,,72.0
138500,120,7,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,2002,50,Female,1982,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,35,35,27000,31000,56.0
138508,90,9,Yes,Dansk Folkeparti - Danish People's Party,Fair,1982,65,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,57.0
138600,390,7,Yes,Socialdemokratiet - The Social democrats,Fair,1982,,Male,1964,Folkeskole 9.-10. klasse,10,37,39,42000,,39.0
138650,270,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2018,50,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,5,5,,,42.0
138749,360,7,Yes,Socialdemokratiet - The Social democrats,Good,2015,45,Female,1995,Universitetsbachelor. 1. del af kandidatuddannelse,15,5,5,,,57.0
138758,60,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1955,50,Female,1940,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,30,30,,,53.0
138761,300,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1971,62,Male,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,37,41,53000,,46.0
138834,420,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1990,,Female,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,38000,,50.0
138846,20,8,Yes,Alternativet - The Alternative,Very good,1984,50,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,36000,,55.0
138878,300,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1989,Never too young,Female,1967,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,25,40,26000,30000,59.0
138910,450,7,Yes,Alternativet - The Alternative,Very good,1982,60,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",36,35,35,26500,,53.0
138933,,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1957,Never too young,Female,1939,Folkeskole 6.-8. klasse,40,,,,,46.0
138992,150,10,Yes,Socialdemokratiet - The Social democrats,Very good,1978,70,Male,1960,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,39,28000,45000,49.0
139028,180,5,Not eligible to vote,,Fair,2009,Never too young,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,48,48,35000,,66.0
139040,,6,Yes,Dansk Folkeparti - Danish People's Party,Good,2013,62,Male,1993,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,40,40,26000,40000,49.0
139044,120,6,Yes,,Very good,1973,Never too young,Female,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,21,21,,,93.0
139061,,6,Yes,Dansk Folkeparti - Danish People's Party,Very good,1953,40,Male,1938,Folkeskole 6.-8. klasse,9,37,45,,,57.0
139144,240,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,"Still in parental home, never left 2 months",30,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,25,38,,,64.0
139235,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1955,50,Female,1938,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,37,,,613.0
139281,1,5,Yes,,Good,1979,55,Male,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",38,37,37,30000,40000,53.0
139291,60,,No,,Good,2012,55,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,26000,,57.0
139292,900,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1992,Never too young,Male,1973,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,40,52000,,49.0
139298,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1973,60,Female,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,,,49.0
139482,480,8,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,2014,Never too young,Male,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,33000,,43.0
139504,35,6,Not eligible to vote,,Good,1980,40,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,,,48.0
139546,180,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1977,60,Male,1957,Universitetsbachelor. 1. del af kandidatuddannelse,18,38,38,46000,,74.0
